stage,stiffness_n_per_m32,dissipation_s_per_m,duration_s,duration_residual_s,trace_rmse,objective,passive
grid,211348903.98366433,0.0,0.0005290638319308398,-0.0004709361680691602,0.5743117238358949,19.4117584466023,True
grid,223872113.8568338,0.0,0.0005170208576353293,-0.00048297914236467075,0.5835376498258971,19.902703344412725,True
grid,237137370.56616554,0.0,0.0005052520146463849,-0.0004947479853536151,0.5937976798519584,20.383717093996566,True
grid,251188643.1509582,0.0,0.000493751062959116,-0.0005062489370408841,0.6021554364387753,20.852112918074138,True
grid,266072505.9798814,0.0,0.00048251190461553334,-0.0005174880953844667,0.6089242899007306,21.308448105279396,True
grid,281838293.12644494,0.0,0.0004715285804745662,-0.0005284714195254339,0.6165870392538663,21.75544382027122,True
grid,298538261.8917957,0.0,0.0004607952670289124,-0.0005392047329710876,0.6252250494942893,22.193414368337795,True
grid,316227766.01683795,0.0,0.00045030627332925797,-0.000549693726670742,0.634933482927973,22.622682549757652,True
grid,334965439.1578279,0.0,0.0004400560379750115,-0.0005599439620249886,0.6388499676219592,23.0366084486215,True
grid,354813389.23357606,0.0,0.0004300391261550787,-0.0005699608738449213,0.643236851624951,23.441671805421805,True
grid,375837404.28844357,0.0,0.00042025022677623613,-0.0005797497732237639,0.6483413903418543,23.838332319292412,True
grid,398107170.5534969,0.0,0.00041068414962636997,-0.00058931585037363,0.6542104244118511,24.22684443935705,True
grid,421696503.42858225,0.0,0.00040133582263963995,-0.0005986641773603601,0.6608963845411736,24.607463478955577,True
grid,446683592.1509635,0.0,0.00039220028922947413,-0.0006077997107705259,0.6644849785665478,24.976473409387584,True
grid,473151258.9614813,0.0,0.00038327270559365364,-0.0006167272944063464,0.6679962779615323,25.337088054215386,True
grid,501187233.6272715,0.0,0.00037454833821699737,-0.0006254516617830027,0.6721377265546685,25.690204197874777,True
grid,530884444.2309879,0.0,0.00036602256132635527,-0.0006339774386736447,0.6769791019602167,26.036076648906004,True
grid,562341325.1903491,0.0,0.0003576908544537893,-0.0006423091455462107,0.6826015499923356,26.37496737184076,True
grid,595662143.5290109,0.0,0.0003495487999874361,-0.0006504512000125639,0.6887385093984963,26.706786509901054,True
grid,630957344.4801943,0.0,0.000341592080932049,-0.000658407919067951,0.6894207084690744,27.025737471187117,True
