point_id,dataset_id,dataset_version,lifecycle,series_id,case_id,metric,sample_phase,impact_angle_degrees,incident_speed_m_s,expected,unit,standard_uncertainty,source_locator,normalized_path,normalized_sha256,raw_extracted_path,raw_extracted_sha256
billiard_delta2_042,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_042,object_normal_deflection_angle_degrees,immediate_post_impact,57.811125,0.8,4.778061,degree,0.10000446030177855,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_043,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_043,object_normal_deflection_angle_degrees,immediate_post_impact,59.719335,0.8,5.13061,degree,0.10200261157931204,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_044,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_044,object_normal_deflection_angle_degrees,immediate_post_impact,61.221983,0.8,3.997965,degree,0.11135801729556791,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_045,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_045,object_normal_deflection_angle_degrees,immediate_post_impact,62.356557,0.8,6.156433,degree,0.1000717379295973,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_046,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_046,object_normal_deflection_angle_degrees,immediate_post_impact,62.359224,0.8,4.433768,degree,0.10000002211124756,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_047,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_047,object_normal_deflection_angle_degrees,immediate_post_impact,64.798295,0.8,4.778036,degree,0.10000470438934361,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_048,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_048,object_normal_deflection_angle_degrees,immediate_post_impact,65.986034,0.8,5.579125,degree,0.10000485100733865,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_049,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_049,object_normal_deflection_angle_degrees,immediate_post_impact,66.871758,0.8,4.777419,degree,0.10001259205220112,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_050,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_050,object_normal_deflection_angle_degrees,immediate_post_impact,69.512374,0.8,5.098555,degree,0.10071053253756532,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_051,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_051,object_normal_deflection_angle_degrees,immediate_post_impact,70.502099,0.8,6.504342,degree,0.10000699720019596,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
billiard_delta2_052,domenech_2023_ball_collision,1.0.0,spent,billiard_delta2,billiard_delta2_052,object_normal_deflection_angle_degrees,immediate_post_impact,71.424469,0.8,5.468509,degree,0.10000609389432226,Fig. 5 experimental markers,tests/physics_validation/reference_data/domenech_2023_ball_collision/normalized.csv,sha256:d04396a53ab1010429fc67405e63bd92759fec7abc0ad1a86e9b395736f1a5ec,tests/physics_validation/reference_data/domenech_2023_ball_collision/raw_extracted.csv,sha256:fd26a8d030d12feee2f0829d1b005af7af523966d568c09d977b106b79a9d74d
separation_angle_mean,sudo_2002,1.0.0,spent,sudo_ball_collision,separation_angle_mean,post_collision_separation_angle_degrees,immediate_post_impact,30,0.98,85.05,degree,1,"PDF p.4 / article p.156, conclusion item 4",tests/physics_validation/reference_data/sudo_2002/normalized.csv,sha256:d520f588ece441234044cf98198eb0807eda1a5b17a0435a57693ba3376bd424,tests/physics_validation/reference_data/sudo_2002/raw_extracted.csv,sha256:ad55353fd502273384ee53d498d465e05c0921c37885351cd0e221c00f979bcf
table1_shot_01_cue_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_01,post_collision_cue_speed_cm_s,first_pure_roll_after_event,33.83,1.539,81.6,cm/s,6.363961,Table I row 1,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_01_object_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_01,post_collision_object_speed_cm_s,first_pure_roll_after_event,33.83,1.539,83.6,cm/s,6.363961,Table I row 1,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_02_cue_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_02,post_collision_cue_speed_cm_s,first_pure_roll_after_event,26.36,1.032,52,cm/s,6.363961,Table I row 2,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_02_object_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_02,post_collision_object_speed_cm_s,first_pure_roll_after_event,26.36,1.032,62.9,cm/s,6.363961,Table I row 2,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_03_cue_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_03,post_collision_cue_speed_cm_s,first_pure_roll_after_event,40.52,1.364,92.5,cm/s,6.363961,Table I row 3,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_03_object_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_03,post_collision_object_speed_cm_s,first_pure_roll_after_event,40.52,1.364,70,cm/s,6.363961,Table I row 3,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_04_cue_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_04,post_collision_cue_speed_cm_s,first_pure_roll_after_event,46.50,1.731,127.5,cm/s,6.363961,Table I row 4,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_04_object_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_04,post_collision_object_speed_cm_s,first_pure_roll_after_event,46.50,1.731,78.7,cm/s,6.363961,Table I row 4,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_05_cue_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_05,post_collision_cue_speed_cm_s,first_pure_roll_after_event,18.05,0.942,36.5,cm/s,6.363961,Table I row 5,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
table1_shot_05_object_speed,mathavan_2009_high_speed,1.0.0,spent,mathavan_velocity,table1_shot_05,post_collision_object_speed_cm_s,first_pure_roll_after_event,18.05,0.942,58.1,cm/s,6.363961,Table I row 5,tests/physics_validation/reference_data/mathavan_2009_high_speed/normalized.csv,sha256:c429fc9f3996e194462abfd6e053046b28f87791662df3d09c24f2c19ffb7713,tests/physics_validation/reference_data/mathavan_2009_high_speed/raw_extracted.csv,sha256:e7825cfb753c8872ae6006fec49d55dad9ded354de42447c29f26b756d22d595
transverse_momentum_deficit,sudo_2002,1.0.0,spent,sudo_ball_collision,transverse_momentum_deficit,transverse_momentum_deficit_fraction,immediate_post_impact,30,0.98,0.04,dimensionless,0.01,"PDF p.4 / article p.156, conclusion item 4",tests/physics_validation/reference_data/sudo_2002/normalized.csv,sha256:d520f588ece441234044cf98198eb0807eda1a5b17a0435a57693ba3376bd424,tests/physics_validation/reference_data/sudo_2002/raw_extracted.csv,sha256:ad55353fd502273384ee53d498d465e05c0921c37885351cd0e221c00f979bcf
